,date,individual,class,class_label,performance_measure,metricName,result,model_label
208,2021-03-10,https://identifiers.org/ito:ITO_ih0aE78q7ihCcPwmd,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,78.7,R[2+1]D (VideoMoCo) model in \'VideoMoCo: Contrastive Video Representation Learning with Temporally Adversarial Examples\'
216,2020-09-28,https://identifiers.org/ito:ITO_ihEKDPeDd13pqsOCX,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,98.6,PERF-Net (multi-distilled S3D) model in \'PERF-Net: Pose Empowered RGB-Flow Net\'
224,2016-04-26,https://identifiers.org/ito:ITO_ihF1Z9dvPtha3U4tx,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,86.4,MV-CNN model in \'Real-time Action Recognition with Enhanced Motion Vector CNNs\'
232,2021-03-25,https://identifiers.org/ito:ITO_ihmYZM0JTQroIQNlZ,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97,"STAM-32 (ImageNet/Kinetics pretraining) model in \'An Image is Worth 16x16 Words, What is a Video Worth?\'"
240,2017-11-30,https://identifiers.org/ito:ITO_ihxlL7V3lbip5pswB,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.3,R[2+1]D-TwoStream (Kinetics pretrained) model in \'A Closer Look at Spatiotemporal Convolutions for Action Recognition\'
248,2017-11-28,https://identifiers.org/ito:ITO_iiGM2wTnYum6Krr0a,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,88.6,P3D (ImageNet + Sports1M) model in \'Learning Spatio-Temporal Representation with Pseudo-3D Residual Networks\'
256,2014-12-02,https://identifiers.org/ito:ITO_iiZJYpW6na9Fk6fZ9,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,82.3,C3D model in \'Learning Spatiotemporal Features with 3D Convolutional Networks\'
264,2019-03-20,https://identifiers.org/ito:ITO_iLWxr9bzD3K1zxDnv,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.2,Multi-stream I3D  model in \'Contextual Action Cues from Camera Sensor for Multi-Stream Action Recognition\'
272,2018-03-22,https://identifiers.org/ito:ITO_iM3S5unmJrXuwPMmk,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,42.5,CD-UAR model in \'Towards Universal Representation for Unseen Action Recognition\'
280,2019-04-04,https://identifiers.org/ito:ITO_iOHPNQZHOstA04btA,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,55.56,3D-MobileNetV2 0.2x model in \'Resource Efficient 3D Convolutional Neural Networks\'
288,2017-11-27,https://identifiers.org/ito:ITO_iP3qWnPlGJX0wiBjt,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,94.5,ResNeXt-101 (64f) model in \'Can Spatiotemporal 3D CNNs Retrace the History of 2D CNNs and ImageNet?\'
296,2019-08-07,https://identifiers.org/ito:ITO_iPBmwJea2voWnwxwq,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.2,STM (ImageNet+Kinetics pretrain) model in \'STM: SpatioTemporal and Motion Encoding for Action Recognition\'
304,2015-07-08,https://identifiers.org/ito:ITO_iRjQZcGAdY8DW1wgf,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,91.4,Very deep two-stream ConvNet model in \'Towards Good Practices for Very Deep Two-Stream ConvNets\'
312,2017-05-22,https://identifiers.org/ito:ITO_iRyCZC2cAso16YJ1O,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.5,"Flow-I3D (Kinetics pre-training) model in \'Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset\'"
320,2018-07-30,https://identifiers.org/ito:ITO_ikHA057NDGoEqgrKC,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96,"MF-Net, RGB only (ImageNet+Kinetics pretrained) model in \'Multi-Fiber Networks for Video Recognition\'"
328,2018-12-19,https://identifiers.org/ito:ITO_ikY9Rq519qZf8bfm7,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.6,D3D + D3D model in \'D3D: Distilled 3D Networks for Video Action Recognition\'
336,2019-06-19,https://identifiers.org/ito:ITO_iWmXv2YqAAf5sPZm9,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,94.5,R-STAN-101 model in \'R-STAN: Residual Spatial-Temporal Attention Network for Action Recognition\'
344,2021-03-29,https://identifiers.org/ito:ITO_iXMQ5iuXA3ZqJmcGB,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.6,FineCoarse model in \'Video Classification with FineCoarse Networks\'
352,2016-06-01,https://identifiers.org/ito:ITO_iYR3s0jDthYkCJpfG,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,89.1,Dynamic Image Networks + IDT model in \'Dynamic Image Networks for Action Recognition\'
360,2020-10-30,https://identifiers.org/ito:ITO_iYxlmcaIRk1pmLR0R,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.62,BubbleNET model in \'Bubblenet: A Disperse Recurrent Structure To Recognize Activities\'
368,2017-11-30,https://identifiers.org/ito:ITO_iZfk0ulrYfZH1ktd8,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,93.3,R[2+1]D-Flow (Sports-1M pretrained) model in \'A Closer Look at Spatiotemporal Convolutions for Action Recognition\'
376,2019-04-04,https://identifiers.org/ito:ITO_iZgshF4Xv7MDIDpwK,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,56.52,3D-ShuffleNetV2 0.25x model in \'Resource Efficient 3D Convolutional Neural Networks\'
384,2014-06-09,https://identifiers.org/ito:ITO_iZNY7cSQJuS68muHf,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,88,Two-Stream (ImageNet pretrained) model in \'Two-Stream Convolutional Networks for Action Recognition in Videos\'
392,2018-06-01,https://identifiers.org/ito:ITO_iS7rIERk5KALJKdha,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,29.3,I3D + PoTion model in \'PoTion: Pose MoTion Representation for Action Recognition\'
400,2016-11-07,https://identifiers.org/ito:ITO_iSb5uxJqPvi90rae6,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,94.6,ST-ResNet + IDT model in \'Spatiotemporal Residual Networks for Video Action Recognition\'
408,2019-06-01,https://identifiers.org/ito:ITO_iVGfgPCf4fpRQA971,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.8,"MARS+RGB+Flow (64 frames, Kinetics pretrained) model in \'MARS: Motion-Augmented RGB Stream for Action Recognition\'"
416,2021-04-23,https://identifiers.org/ito:ITO_iVGVRor1RQt8hU48T,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.7,VidTr-L model in \'VidTr: Video Transformer Without Convolutions\'
424,2016-12-09,https://identifiers.org/ito:ITO_iVL3tZhXH6J25JABm,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,83.9,ActionFlowNet model in \'ActionFlowNet: Learning Motion Representation for Action Recognition\'
432,2019-08-01,https://identifiers.org/ito:ITO_iVt9Hd98F5hq8Ch3Q,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.5,CMA iter1-S model in \'Two-Stream Video Classification with Cross-Modality Attention\'
440,2021-06-21,https://identifiers.org/ito:ITO_iWIRtEo54f8Z2JQUy,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,92.7,VIMPAC model in \'VIMPAC: Video Pre-Training via Masked Token Prediction and Contrastive Learning\'
448,2016-08-02,https://identifiers.org/ito:ITO_iaBDYE6cJW32JoXlU,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,94.2,Temporal Segment Networks model in \'Temporal Segment Networks: Towards Good Practices for Deep Action Recognition\'
456,2017-05-22,https://identifiers.org/ito:ITO_iZTlBwnWGv5brBTI3,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.8,"Two-Stream I3D (Kinetics pre-training) model in \'Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset\'"
464,2014-06-23,https://identifiers.org/ito:ITO_iluDoy7WOGdHbwUrQ,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,65.4,Slow Fusion + Finetune top 3 layers model in \'Large-Scale Video Classification with Convolutional Neural Networks\'
472,2017-11-24,https://identifiers.org/ito:ITO_ipjbiZzCRzf6gPXvB,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,94.3,ARTNet w/ TSN model in \'Appearance-and-Relation Networks for Video Classification\'
480,2016-09-17,https://identifiers.org/ito:ITO_iq5GuZ0npmGr17ENJ,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,91.1,MR Two-Sream R-CNN model in \'Multi-region two-stream R-CNN for action detection\'
488,2017-04-02,https://identifiers.org/ito:ITO_iqDx0iMnAc03loQ0v,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.1,Hidden Two-Stream model in \'Hidden Two-Stream Convolutional Networks for Action Recognition\'
496,2019-04-05,https://identifiers.org/ito:ITO_isXmrxBZLEwHFpL8Y,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,95.7,Prob-Distill model in \'Attention Distillation for Learning Video Representations\'
504,2019-09-11,https://identifiers.org/ito:ITO_ith6Ym1lOxlPGIDgC,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,63.27,MLGCN model in \'MLGCN: Multi-Laplacian Graph Convolutional Networks for Human Action Recognition\'
512,2017-08-16,https://identifiers.org/ito:ITO_itN9xREUY1xSz8DJu,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,85.8,Res3D model in \'ConvNet Architecture Search for Spatiotemporal Feature Learning\'
520,2019-06-01,https://identifiers.org/ito:ITO_ibgh0QX1qEYj232xa,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,95.8,MARS+RGB+Flow (16 frames) model in \'MARS: Motion-Augmented RGB Stream for Action Recognition\'
528,2017-05-22,https://identifiers.org/ito:ITO_ibJsLQu7vXr5ftm3c,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.7,"Flow-I3D (Imagenet+Kinetics pre-training) model in \'Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset\'"
536,2018-04-02,https://identifiers.org/ito:ITO_ibQQXJ5wJ5PkSufSl,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,95.4,TVNet+IDT model in \'End-to-End Learning of Motion Representation for Video Understanding\'
544,2019-06-10,https://identifiers.org/ito:ITO_ibx6qvDHnqjTcXRGG,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.9,FASTER32 model in \'FASTER Recurrent Networks for Efficient Video Classification\'
552,2016-04-22,https://identifiers.org/ito:ITO_id0r1RxDU6pDScMC0,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,92.5,"S:VGG-16, T:VGG-16 (ImageNet pretrain) model in \'Convolutional Two-Stream Network Fusion for Video Action Recognition\'"
560,2019-08-27,https://identifiers.org/ito:ITO_idBT9BxMoX4QQLLpy,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,97.4,CCS + TSN (ImageNet+Kinetics pretrained) model in \'Cooperative Cross-Stream Network for Discriminative Action Representation\'
568,2020-03-29,https://identifiers.org/ito:ITO_idm3QZWyGVupvny41,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,98.6,OmniSource (SlowOnly-8x8-R101-RGB + I3D-Flow) model in \'Omni-sourced Webly-supervised Learning for Video Recognition\'
576,2017-05-22,https://identifiers.org/ito:ITO_idoImrP5W5tl8cMj1,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,95.6,"RGB-I3D (Imagenet+Kinetics pre-training) model in \'Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset\'"
584,2021-03-10,https://identifiers.org/ito:ITO_ivLbSudBTM3WLqA8G,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,74.1,3D-ResNet-18 (VideoMoCo) model in \'VideoMoCo: Contrastive Video Representation Learning with Temporally Adversarial Examples\'
592,2017-12-13,https://identifiers.org/ito:ITO_iwnG3XtonBR3kierk,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,96.8,"S3D-G (ImageNet, Kinetics-400 pretrained) model in \'Rethinking Spatiotemporal Feature Learning: Speed-Accuracy Trade-offs in Video Classification\'"
600,2019-04-04,https://identifiers.org/ito:ITO_iz0lTxekJ6qqFe5Uq,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,74.94,3D-SqueezeNet model in \'Resource Efficient 3D Convolutional Neural Networks\'
608,2019-01-26,https://identifiers.org/ito:ITO_ieOC7Q00ccXKuvLqh,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,85.8,R(2+1)D-18 (DistInit pretraining) model in \'DistInit: Learning Video Representations Without a Single Labeled Video\'
616,2015-05-19,https://identifiers.org/ito:ITO_ieyCnCUpMIoC3EpIc,https://identifiers.org/ito:ITO_24621,UCF101 - Action Recognition benchmarking,https://identifiers.org/ito:ITO_07174,3-fold Accuracy,91.5,TDD + IDT model in \'Action Recognition with Trajectory-Pooled Deep-Convolutional Descriptors\'
